Puntaje obtenido	Número de movimientos	Número de Singletons Finales	Jugada con mayor puntaje	Solución+(secuencia de Jugadas)	Matriz
732	59	29	156	[9,7][8,12][5,0][7,4][10,3][6,8][10,9][6,0][11,7][9,9][10,1][5,5][7,10][12,8][1,13][4,5][6,7][13,13][9,2][10,9][11,12][10,14][2,11][6,1][9,12][12,9][13,1][11,3][8,5][14,8][6,12][10,4][14,8][12,5][13,13][11,4][14,9][9,3][11,8][12,3][12,8][8,12][14,8][11,13][13,3][12,5][13,13][13,12][5,11][9,3][13,4][14,12][12,5][14,4][13,11][11,10][11,14][13,13][14,13]	4  4  3  2  1  3  5  2  5  3  5  5  4  4  1  
					3  4  5  1  5  5  1  2  2  5  4  2  1  5  4  
					4  2  3  4  3  4  4  5  1  2  5  2  2  3  5  
					1  2  3  2  2  2  4  2  5  2  1  3  3  5  3  
					5  5  1  1  3  5  4  1  2  5  3  3  5  1  3  
					1  1  1  2  3  5  1  2  2  1  2  2  2  3  1  
					5  1  5  4  2  4  5  3  5  1  1  4  1  3  5  
					2  3  2  2  4  4  1  4  2  4  1  2  5  4  5  
					1  4  1  1  4  3  5  1  2  5  4  4  1  1  1  
					1  3  1  2  5  4  3  3  3  2  2  1  3  4  2  
					2  1  4  2  1  4  1  2  3  3  1  3  2  5  3  
					5  1  3  4  4  1  4  5  4  5  4  1  2  2  1  
					4  2  4  1  4  1  5  5  5  5  4  2  1  5  1  
					1  1  1  5  3  5  5  3  1  4  1  4  5  4  4  
					1  2  4  2  1  4  3  5  1  1  1  3  1  2  4  
					

650	65	18	110	[12,5][2,5][12,12][11,8][13,6][6,2][9,6][7,11][8,14][9,10][2,12][7,13][9,9][10,6][6,2][9,9][11,11][3,3][6,13][12,5][11,10][7,1][8,4][12,9][9,5][11,14][12,12][5,0][11,1][10,0][8,10][9,4][12,9][11,10][14,12][7,3][11,6][12,3][11,14][13,3][11,5][12,11][10,2][9,1][12,9][12,4][11,6][14,5][14,12][10,3][12,10][13,14][13,4][12,4][14,4][14,14][14,5][14,12][14,12][14,13][14,14][13,12][12,12][14,12][14,12]	2  1  3  4  5  1  1  2  3  5  5  5  2  4  5  
					4  4  2  4  3  1  1  3  3  2  2  2  2  2  3  
					4  4  2  3  1  3  3  1  3  1  1  1  3  1  4  
					4  4  3  1  4  2  4  1  1  4  4  5  2  4  2  
					1  1  2  1  5  2  3  1  3  1  4  1  5  2  3  
					3  2  1  3  5  1  5  5  4  2  2  4  1  2  1  
					5  1  1  1  5  2  5  1  4  5  2  5  3  3  4  
					4  5  5  4  3  5  3  2  2  3  3  3  1  4  4  
					5  5  3  3  5  3  4  3  1  3  1  4  4  3  4  
					5  4  5  1  2  3  2  5  4  5  2  5  4  1  3  
					1  3  5  3  5  5  2  4  5  2  2  3  4  5  2  
					5  5  1  2  3  3  5  1  4  5  4  4  5  1  2  
					3  2  4  1  1  3  3  4  4  2  1  2  1  4  3  
					4  3  5  2  5  4  5  4  1  5  4  2  1  4  2  
					3  1  4  5  3  4  3  4  2  1  5  2  2  3  2  
					

812	60	29	272	[9,1][3,3][1,2][6,13][3,4][9,10][6,1][8,2][10,12][6,3][12,14][13,2][13,11][11,1][2,5][3,5][13,5][7,13][10,8][7,7][9,4][3,9][6,13][9,11][7,8][7,4][7,12][10,14][9,7][12,12][9,8][6,6][9,9][8,0][11,4][9,13][10,0][12,14][11,2][12,10][14,6][13,10][14,4][13,6][14,8][13,10][13,10][12,14][14,4][13,12][12,4][11,4][14,8][13,8][10,8][14,12][13,7][14,13][14,11][14,13]	1  1  2  2  3  1  2  5  2  3  2  5  4  3  2  
					5  5  3  1  5  2  4  1  4  2  3  2  2  3  5  
					4  4  5  3  3  5  1  4  5  2  2  2  4  4  4  
					3  1  3  1  1  5  3  1  1  3  3  4  2  3  5  
					2  1  5  3  3  2  5  5  4  4  2  3  2  1  3  
					1  2  1  5  5  3  4  3  3  5  3  3  3  1  2  
					4  2  1  5  5  4  3  4  5  1  5  3  3  1  5  
					2  4  3  4  2  1  2  3  1  1  2  3  2  4  1  
					4  3  4  3  1  2  1  1  1  5  3  4  3  2  5  
					2  1  1  2  4  1  1  1  2  4  4  5  4  4  4  
					2  4  4  3  2  3  5  1  2  2  4  1  4  1  2  
					4  2  3  5  2  5  4  2  1  5  4  3  2  2  2  
					3  2  2  4  5  3  5  1  4  1  5  1  5  4  3  
					2  1  5  5  2  3  4  5  5  1  5  1  5  2  3  
					3  3  2  2  1  2  3  3  5  3  2  5  4  5  5  
					

608	60	31	72	[1,8][0,4][4,3][8,5][1,1][9,0][11,7][13,3][14,1][11,8][9,12][10,2][8,2][13,1][10,6][7,13][13,10][4,9][6,10][13,12][9,6][12,6][3,4][12,5][13,9][11,1][9,2][11,11][10,3][5,11][9,8][8,14][14,5][8,10][13,11][8,9][9,13][12,9][6,13][11,7][14,8][9,10][13,8][14,9][11,11][14,6][12,4][14,7][10,10][12,4][13,5][10,11][13,7][10,13][11,13][13,9][14,12][14,14][14,8][14,12]	5  3  3  5  2  2  1  5  1  2  4  3  3  5  4  
					3  2  2  2  4  4  3  3  1  5  1  1  3  4  1  
					4  1  4  2  2  5  2  2  1  2  3  5  2  1  4  
					5  3  4  4  2  1  3  5  3  3  3  1  1  3  3  
					5  5  5  5  1  5  5  2  2  5  4  4  2  1  1  
					5  1  2  5  2  3  4  2  4  2  1  3  2  4  5  
					2  1  2  2  3  3  1  5  1  3  5  4  4  4  3  
					1  3  1  3  1  2  3  3  3  2  4  5  3  2  5  
					4  2  4  2  5  4  1  3  3  4  1  3  1  3  2  
					5  2  3  5  5  4  1  1  2  3  5  4  1  1  4  
					5  2  5  5  2  5  1  3  5  3  1  2  2  3  2  
					3  2  2  4  2  4  5  5  3  2  5  2  1  1  4  
					5  3  3  1  3  4  5  4  1  4  2  3  5  3  1  
					3  2  4  2  1  5  1  5  5  3  3  5  1  4  5  
					3  1  1  2  4  3  1  4  2  4  3  4  1  5  4  
					

922	53	41	306	[1,8][4,11][12,6][13,5][4,1][9,5][6,6][6,11][13,12][6,0][5,11][9,8][6,14][8,2][10,12][12,3][13,12][9,13][6,6][10,11][13,3][13,14][9,11][9,9][13,1][8,14][11,8][9,5][12,4][13,14][12,8][4,0][9,1][12,5][11,11][13,12][11,1][8,10][9,9][14,5][12,3][12,8][14,11][14,10][12,4][12,3][14,7][13,10][12,9][14,10][14,8][14,10][14,12]	5  1  5  1  5  1  4  5  5  3  3  3  4  5  4  
					4  4  1  2  2  1  1  3  5  1  4  4  4  2  2  
					4  1  5  3  4  1  2  5  1  1  3  3  3  3  3  
					3  1  1  2  1  3  1  4  4  5  2  5  3  2  4  
					5  3  1  2  5  5  1  5  4  4  1  5  5  3  5  
					2  3  3  1  1  2  3  2  4  1  3  2  1  5  1  
					2  1  3  4  1  4  1  4  2  5  4  4  3  5  5  
					4  4  1  5  3  1  4  5  3  1  2  3  3  5  4  
					1  5  1  1  3  2  1  4  5  1  2  4  3  2  2  
					3  3  3  1  2  5  1  1  4  4  5  3  4  1  5  
					4  3  4  5  1  2  2  3  1  5  1  5  2  2  2  
					3  5  5  3  5  4  2  1  1  1  1  1  1  1  2  
					2  1  3  3  5  3  3  1  5  1  4  5  2  4  3  
					4  4  4  5  1  4  3  5  2  3  5  4  4  2  3  
					3  2  1  2  2  2  2  3  5  1  3  4  1  5  4  
					

826	62	23	182	[14,3][10,1][4,6][7,9][1,4][7,8][4,4][2,13][6,11][13,4][8,7][8,9][2,12][2,13][13,8][11,14][12,2][11,14][11,6][8,9][4,12][8,2][8,3][8,2][4,11][7,14][11,10][12,8][12,7][5,10][11,7][9,5][13,11][10,12][10,6][13,11][13,12][8,14][14,3][11,10][7,8][12,8][11,8][14,2][11,2][14,1][14,12][12,14][12,4][9,1][10,1][14,14][13,11][14,11][11,2][14,2][12,13][13,3][14,12][14,14][13,13][14,12]	3  4  1  5  4  1  5  2  5  1  3  5  4  1  1  
					4  5  4  5  3  1  1  1  4  1  1  4  4  5  1  
					1  5  4  4  3  1  3  1  4  4  1  5  4  2  2  
					3  2  5  1  3  5  2  1  5  1  2  1  3  2  3  
					5  2  3  4  4  3  5  5  2  1  3  4  1  1  4  
					1  4  5  1  4  3  1  1  5  3  3  5  4  3  4  
					2  5  3  3  4  3  3  5  1  3  2  2  3  5  1  
					3  3  4  1  4  2  3  3  3  5  4  1  1  2  3  
					2  2  5  5  1  2  5  5  4  5  2  1  2  3  1  
					2  5  3  5  4  3  3  1  3  2  4  5  4  4  3  
					3  4  4  5  3  3  1  2  1  1  4  3  1  5  1  
					1  4  3  2  4  2  2  3  1  4  5  5  1  5  5  
					3  5  5  2  3  4  2  2  4  1  5  2  1  4  1  
					4  4  5  1  4  4  3  1  5  5  3  1  1  4  1  
					2  5  1  1  5  3  5  3  1  3  4  1  2  1  3  
					

938	58	19	306	[3,6][10,13][14,12][7,5][9,5][2,8][5,3][2,13][8,1][4,13][9,10][11,7][3,0][14,3][13,3][7,0][10,3][10,4][11,2][12,9][13,9][12,0][8,2][13,3][13,10][9,13][11,11][12,14][14,1][12,5][10,12][10,11][9,7][11,7][11,8][13,11][11,7][13,1][10,2][9,14][8,0][12,8][14,9][14,3][13,2][12,14][13,9][10,14][14,9][12,8][13,2][14,8][14,5][12,14][14,4][14,10][14,11][14,12]	5  4  3  4  5  2  3  3  1  1  2  5  2  2  1  
					5  1  5  1  3  4  2  5  4  1  4  1  1  4  1  
					3  5  3  4  5  5  2  2  3  2  2  4  4  4  5  
					3  4  3  3  1  1  3  3  3  3  1  5  4  5  4  
					5  1  5  3  4  2  3  4  4  5  5  2  5  2  5  
					3  2  2  4  3  2  3  1  5  2  2  2  5  5  4  
					3  1  4  4  1  1  2  3  3  3  3  2  1  2  1  
					1  1  1  3  2  2  2  4  4  3  3  5  5  5  2  
					4  5  2  4  2  5  4  5  4  1  2  1  2  4  5  
					1  5  2  5  4  2  1  2  2  3  5  2  3  2  1  
					5  2  3  1  3  2  3  2  2  4  5  3  3  4  4  
					5  3  2  2  5  2  2  5  4  4  5  1  2  2  5  
					4  5  5  1  1  2  2  5  2  4  4  2  5  3  4  
					2  2  4  4  5  1  1  2  3  2  4  2  2  2  4  
					3  3  4  4  1  4  2  1  4  3  5  4  2  4  1  
					

686	60	31	182	[2,6][8,7][12,5][12,11][6,2][4,5][14,7][4,2][14,1][6,13][9,14][5,13][2,3][3,11][14,11][12,2][12,6][10,3][11,0][4,4][14,11][12,2][11,0][12,4][5,14][11,8][6,13][9,6][12,0][10,3][5,10][13,6][4,9][14,2][14,7][13,7][7,8][13,8][8,11][10,10][14,13][11,11][11,7][10,8][14,6][13,12][11,5][11,14][13,13][13,5][13,9][13,11][13,12][13,13][13,12][14,9][13,12][13,11][14,11][14,11]	2  2  4  1  1  3  5  5  5  3  3  5  4  2  5  
					4  5  5  1  4  1  1  3  2  5  2  4  1  3  2  
					5  2  3  3  5  2  2  4  3  4  3  1  5  1  2  
					5  2  3  2  5  1  5  3  4  4  4  3  3  1  4  
					5  3  3  1  4  2  3  4  1  1  2  5  1  4  1  
					3  4  4  4  2  3  3  5  4  3  3  2  5  4  1  
					1  3  4  5  1  5  1  1  1  5  2  5  1  4  5  
					1  5  5  5  2  3  2  5  4  1  2  3  3  5  1  
					2  1  3  3  4  3  5  5  1  1  3  4  1  3  2  
					2  1  5  2  5  2  4  2  5  2  3  3  4  5  2  
					3  1  1  1  5  5  5  1  2  4  3  2  5  2  5  
					3  4  4  3  1  1  1  4  2  5  4  1  2  5  4  
					1  5  3  4  4  3  3  3  3  5  2  1  4  2  1  
					2  4  4  4  5  3  1  1  5  3  1  3  2  5  3  
					5  3  3  5  4  4  2  2  5  5  4  3  3  1  1  
					

806	66	7	182	[12,9][3,9][1,3][4,13][1,0][2,12][5,0][5,11][4,13][5,5][11,7][12,10][11,11][6,12][11,10][2,14][14,2][9,14][6,14][12,3][4,8][8,14][10,5][3,2][9,10][9,4][5,7][11,1][13,4][11,3][12,6][9,11][8,6][10,12][12,1][8,0][14,3][13,13][14,10][12,7][14,2][14,6][12,8][12,11][14,4][9,6][14,5][14,11][13,9][12,9][14,10][13,7][14,13][12,10][12,3][13,9][14,14][14,13][12,11][13,11][13,12][14,12][14,12][12,11][12,11][13,12]	4  1  5  1  5  4  2  3  1  2  4  2  3  5  1  
					1  5  3  5  5  3  3  1  4  2  3  1  3  3  5  
					1  4  2  2  5  3  1  4  1  5  4  5  1  4  5  
					2  5  2  2  2  3  1  2  4  4  3  4  2  4  2  
					5  1  4  4  1  5  2  4  1  1  1  3  2  1  4  
					1  4  2  5  2  5  4  2  5  5  2  5  5  1  5  
					1  1  4  4  5  1  5  3  5  3  2  4  1  4  1  
					4  1  4  5  2  4  5  1  4  1  4  4  2  5  4  
					2  5  4  5  5  3  2  4  5  2  3  4  2  1  4  
					1  1  2  3  3  5  4  1  4  1  3  2  2  3  3  
					2  5  3  5  1  1  5  5  2  2  3  5  4  2  5  
					4  4  5  4  4  1  5  3  5  4  4  3  4  2  1  
					5  4  4  4  1  5  5  3  1  5  5  5  5  2  3  
					2  1  2  4  3  1  4  4  4  5  5  2  3  2  5  
					5  1  2  2  3  5  5  3  5  4  3  2  1  3  1  
					

778	62	16	240	[6,14][3,6][3,1][13,0][12,7][9,12][11,4][13,9][7,9][12,10][11,7][9,3][11,9][6,5][12,7][11,14][11,11][3,0][6,8][4,11][12,0][10,3][6,3][11,4][9,6][13,10][11,7][14,6][13,5][13,3][7,14][11,8][11,5][13,9][11,7][9,10][9,13][12,9][8,14][11,11][10,14][14,4][13,4][10,13][14,4][10,13][12,6][14,13][13,3][9,8][14,4][13,3][11,7][13,11][14,14][12,8][14,6][11,5][10,11][14,4][13,10][13,10]	4  4  1  1  1  3  4  1  5  4  5  3  4  4  5  
					4  4  4  5  4  2  3  2  5  4  2  4  1  1  2  
					4  1  1  4  1  5  1  3  4  2  5  5  3  4  3  
					5  5  2  4  3  3  1  2  3  5  2  4  4  4  3  
					3  3  2  4  4  5  4  4  1  5  5  2  3  3  2  
					4  5  3  5  2  1  1  5  5  1  4  4  2  1  2  
					4  1  1  1  1  4  4  3  1  3  2  2  2  3  3  
					5  2  5  5  2  4  4  3  2  4  5  2  4  3  5  
					1  4  4  4  1  3  3  2  2  2  3  1  2  5  3  
					5  4  4  1  2  5  2  4  3  4  5  2  3  4  2  
					2  3  2  5  2  2  5  2  2  5  5  3  3  3  2  
					5  2  3  3  3  3  4  4  1  2  2  4  4  2  2  
					3  2  2  3  4  5  2  2  2  3  5  4  4  4  2  
					2  5  1  3  2  2  5  1  4  3  3  5  1  3  4  
					2  5  5  5  2  4  5  3  2  1  3  4  5  5  3  
					

762	56	24	110	[3,11][1,14][12,10][14,14][1,9][13,1][12,0][14,5][8,1][12,8][13,11][1,8][13,14][8,8][13,11][7,7][10,10][7,3][9,6][5,3][12,10][11,6][13,3][9,10][8,13][8,5][13,9][8,2][7,5][7,14][12,4][7,14][9,12][11,6][12,7][12,5][12,6][11,10][14,7][14,11][14,3][9,14][9,4][14,6][12,5][14,10][14,6][13,5][14,10][13,10][14,10][14,12][14,9][12,12][14,7][13,14]	4  3  5  4  4  2  3  1  1  5  4  3  4  3  3  
					3  3  3  2  4  1  4  4  1  3  4  3  2  3  3  
					2  3  1  4  3  1  2  2  5  3  3  2  3  3  4  
					1  2  5  4  4  1  4  1  2  5  2  2  2  4  5  
					3  2  3  5  2  4  3  4  3  1  5  2  2  1  3  
					4  2  2  2  1  1  5  4  3  4  2  4  4  3  5  
					2  2  2  4  1  5  5  4  1  1  1  2  3  5  5  
					1  2  3  1  2  4  1  2  1  5  3  1  1  1  2  
					3  4  2  1  2  3  5  3  4  3  1  3  5  5  3  
					3  2  1  5  1  2  5  3  3  3  2  4  1  4  1  
					3  4  1  2  3  3  2  5  2  2  1  1  2  2  2  
					4  1  3  4  1  3  2  2  4  2  3  2  4  4  1  
					4  5  4  1  3  2  1  1  1  2  4  3  1  2  4  
					2  2  3  1  5  1  3  2  2  5  4  3  4  5  4  
					3  1  3  3  4  4  5  1  1  5  3  2  4  1  1  
					

960	56	15	210	[1,11][1,4][10,4][8,14][11,9][4,1][14,9][11,7][6,5][4,2][7,11][7,14][10,3][12,14][11,4][3,12][14,8][12,9][14,0][9,7][14,13][14,2][9,12][13,3][7,12][11,13][14,10][13,13][14,10][12,14][14,3][8,7][9,11][14,5][11,2][14,11][13,11][12,4][12,8][11,4][12,4][14,8][14,5][14,7][11,9][14,11][12,10][13,4][13,10][5,5][14,8][13,6][14,9][12,7][13,8][14,7]	3  1  5  2  1  1  1  2  1  2  5  1  1  4  2  
					3  2  4  2  2  2  2  5  4  1  1  1  5  2  5  
					5  4  3  4  3  4  1  3  1  1  5  1  4  2  4  
					2  1  5  2  5  5  3  2  2  1  2  5  3  3  4  
					3  1  4  4  3  2  5  4  4  1  3  5  4  3  1  
					5  5  1  2  2  1  2  2  5  2  2  3  5  2  1  
					4  2  5  5  5  1  1  5  4  2  4  5  3  4  4  
					5  2  2  3  1  1  1  3  5  5  2  4  3  5  1  
					3  1  5  5  3  2  1  1  2  4  5  1  2  4  1  
					4  1  4  2  1  2  1  4  3  4  3  2  3  4  3  
					1  4  5  4  4  1  3  2  3  4  3  3  4  5  4  
					3  4  3  4  4  5  5  1  3  3  5  1  4  5  2  
					1  5  3  4  2  1  3  1  3  3  4  5  5  4  2  
					2  4  3  2  4  4  3  4  4  5  3  4  4  4  5  
					2  1  1  5  4  1  2  3  3  5  5  1  2  5  4  
					

654	56	44	132	[13,5][9,12][11,13][11,5][13,10][8,12][1,8][3,9][14,0][10,6][12,11][4,3][2,3][11,5][13,13][12,13][10,8][9,11][2,0][11,12][4,2][11,12][12,4][5,8][9,10][13,5][5,7][7,1][9,6][11,9][8,1][7,6][14,12][9,3][6,0][7,2][6,14][13,11][13,3][9,0][14,6][9,3][14,13][11,4][14,5][13,5][11,8][10,9][12,9][13,9][14,8][14,6][13,7][14,14][12,10][14,13]	5  1  3  4  4  3  3  4  2  2  1  4  2  5  5  
					5  4  4  1  3  3  3  5  4  4  4  4  5  2  1  
					1  4  3  4  1  3  4  1  2  3  5  1  5  5  2  
					3  4  4  1  3  5  4  3  4  1  5  1  3  5  3  
					3  2  1  5  1  4  3  4  2  5  1  2  5  5  4  
					3  5  5  4  4  2  2  2  4  4  5  2  5  3  4  
					4  1  1  1  2  5  2  3  5  4  1  5  4  2  1  
					5  1  4  4  5  4  3  1  2  1  1  1  1  1  3  
					4  3  5  1  4  2  5  5  4  4  4  3  1  3  5  
					2  4  2  4  3  2  4  1  5  4  2  1  2  2  1  
					3  1  5  5  1  2  3  3  1  1  5  3  4  4  4  
					1  5  2  2  5  4  5  1  4  1  3  3  1  4  4  
					5  3  5  1  5  1  5  5  4  3  4  5  2  5  3  
					4  2  1  3  3  3  2  3  1  4  1  1  1  5  2  
					5  5  3  2  4  1  2  4  2  3  1  2  2  4  3  
					

844	62	28	306	[3,9][2,4][12,5][5,1][13,4][9,5][0,8][1,14][9,4][7,4][2,12][10,7][6,10][13,1][7,9][8,7][13,3][12,10][12,5][6,3][13,5][13,7][5,14][10,6][13,4][11,6][14,9][8,0][5,11][10,7][10,1][10,2][10,11][13,8][14,9][9,2][14,6][11,11][13,14][10,1][14,12][10,14][10,1][9,3][14,14][9,3][8,13][14,9][14,8][9,6][14,12][13,6][10,13][13,10][13,6][12,13][14,11][14,11][13,13][14,6][14,5][13,10]	2  1  2  1  2  4  3  4  4  5  2  4  3  2  5  
					4  2  2  2  3  1  2  4  4  2  5  5  5  5  5  
					3  1  4  2  3  4  3  4  1  2  5  2  3  1  3  
					5  5  3  4  3  3  3  2  4  3  3  1  3  1  4  
					1  4  1  1  4  2  1  1  5  2  3  3  2  2  3  
					1  1  5  4  2  3  1  1  5  3  4  5  4  1  4  
					2  3  3  3  2  2  5  4  4  3  5  2  3  2  4  
					3  1  4  4  5  4  2  1  1  2  5  2  4  1  4  
					3  2  4  5  4  2  5  1  2  4  3  2  3  4  5  
					5  1  2  3  2  4  4  4  4  3  1  3  2  4  1  
					2  1  5  5  5  4  5  5  1  1  1  4  5  1  2  
					4  1  5  1  2  1  1  1  3  2  4  2  4  3  4  
					5  3  2  1  3  1  4  1  4  1  1  2  5  1  4  
					1  5  5  5  5  2  2  2  5  5  1  4  1  2  2  
					4  5  5  3  1  4  2  1  4  5  2  5  1  1  4  
					

826	62	11	182	[10,7][12,11][7,14][4,6][5,9][10,6][7,3][11,4][11,14][13,14][4,3][11,3][6,12][1,2][12,13][11,14][13,13][3,8][8,7][14,4][9,4][6,0][5,10][11,6][8,2][9,12][14,14][11,3][7,1][13,6][7,8][11,8][10,12][13,0][11,3][8,5][10,6][11,10][9,12][14,12][13,2][14,2][11,0][13,1][14,0][11,14][10,7][10,8][13,4][13,9][14,4][11,11][14,5][13,9][14,5][13,10][14,4][14,13][14,12][12,11][14,12][14,13]	1  4  1  4  2  1  2  4  5  1  2  5  4  4  4  
					4  3  1  1  3  3  1  5  1  5  2  3  2  3  5  
					2  3  1  3  1  4  4  3  1  4  3  4  2  1  1  
					5  1  3  5  3  4  3  1  2  2  4  1  3  5  2  
					3  1  4  5  4  2  5  3  4  5  4  3  1  2  4  
					4  1  3  1  4  5  1  3  1  4  3  2  3  4  4  
					4  4  3  3  5  3  4  5  4  2  5  4  3  3  5  
					4  2  4  1  1  3  2  5  5  2  4  2  1  5  2  
					5  4  3  5  5  5  2  4  2  2  5  3  2  5  2  
					2  4  5  3  4  5  3  3  4  1  5  3  5  5  5  
					1  3  4  1  3  3  2  3  3  1  1  3  4  4  1  
					1  4  1  5  2  1  4  5  4  2  1  1  3  5  5  
					2  1  5  5  2  2  2  2  1  2  1  2  4  4  3  
					5  4  4  3  3  5  3  5  2  4  3  2  1  1  3  
					5  1  5  1  1  2  3  2  4  3  1  4  3  4  1  
					

648	60	32	110	[8,9][6,3][10,0][6,0][12,10][1,10][0,6][7,10][7,3][11,12][6,0][14,13][13,8][5,14][12,9][10,8][5,8][6,5][13,6][11,10][8,10][12,8][8,2][11,13][14,4][8,13][10,6][13,7][6,12][14,3][12,7][9,8][8,5][12,5][13,6][8,10][14,2][13,9][14,11][12,3][12,10][13,9][10,4][14,8][13,13][12,13][10,11][9,13][12,10][12,2][10,12][14,5][13,12][13,9][13,12][13,13][13,3][10,14][12,5][11,4]	2  3  4  1  4  2  5  5  1  1  5  4  2  1  3  
					5  2  5  2  4  3  1  4  1  3  4  5  1  2  4  
					5  2  4  2  5  1  1  5  4  5  3  3  3  4  3  
					2  5  1  5  3  2  2  4  2  5  4  2  1  1  4  
					3  3  5  3  2  4  5  3  1  4  2  1  4  2  4  
					5  3  2  5  2  1  2  5  4  2  3  2  5  2  1  
					4  1  1  1  1  1  4  1  5  2  3  3  1  4  2  
					3  3  4  3  3  5  2  2  4  4  4  4  1  3  3  
					2  5  5  2  5  3  2  5  1  3  5  3  5  4  1  
					3  5  3  1  3  2  1  2  1  3  5  4  4  1  3  
					3  4  3  4  1  5  5  4  5  2  1  3  5  1  4  
					4  3  3  2  5  5  4  1  1  3  1  2  3  3  2  
					3  5  3  4  3  2  4  5  3  4  4  3  4  1  5  
					4  2  1  5  5  5  4  5  3  2  2  5  3  2  4  
					3  1  4  5  2  2  2  1  5  4  3  1  1  5  5  
					

958	66	9	462	[11,5][12,3][8,8][11,13][5,2][11,5][8,3][3,10][10,14][4,8][7,1][11,10][13,3][8,11][13,6][12,6][11,11][5,0][11,7][11,0][7,6][7,2][10,5][13,9][12,11][9,1][13,5][11,7][10,8][10,5][6,14][14,7][12,14][11,4][13,11][12,9][13,1][9,2][8,12][11,3][10,10][12,13][14,7][13,6][14,13][14,10][12,3][11,6][14,5][14,11][14,10][9,14][14,14][14,13][13,8][13,10][13,4][13,10][13,7][12,12][14,4][13,6][14,6][13,7][14,6][14,7]	5  3  2  1  5  2  1  5  5  3  4  3  5  3  4  
					2  2  4  5  1  4  2  1  5  5  4  5  5  5  3  
					1  1  2  1  4  2  3  5  3  3  2  3  5  5  4  
					5  4  4  1  5  4  2  5  5  1  2  5  2  5  4  
					5  1  2  1  4  5  1  1  5  4  4  5  5  2  4  
					5  1  2  3  2  5  1  5  5  2  5  3  2  1  3  
					5  1  3  5  5  1  2  1  3  5  4  1  5  2  1  
					5  1  5  3  4  5  3  5  1  5  5  3  4  4  5  
					4  5  5  2  5  2  5  1  3  3  3  1  1  1  2  
					1  5  1  5  1  5  1  5  3  5  3  4  2  5  1  
					4  1  4  3  5  2  3  3  3  5  2  3  5  3  2  
					5  5  2  3  3  3  2  1  5  2  3  3  1  2  4  
					4  4  1  5  3  5  3  3  4  3  3  4  4  2  5  
					1  3  3  2  4  3  1  1  2  1  1  5  1  2  5  
					2  3  4  2  1  3  4  3  5  2  4  1  3  2  4  
					

736	58	23	110	[5,6][7,3][2,2][9,12][12,13][7,3][5,11][9,7][12,13][4,4][6,8][13,5][4,1][8,14][8,3][7,1][7,9][6,12][5,10][8,7][10,9][11,11][10,3][8,3][12,1][14,11][12,14][11,11][13,6][11,14][14,1][13,3][11,6][10,5][10,4][14,0][10,14][12,11][11,7][14,1][11,7][10,13][13,8][11,14][14,11][9,1][10,13][14,11][13,2][13,4][12,9][14,5][13,8][11,10][14,5][14,11][14,8][14,9]	5  2  4  5  1  3  4  4  5  1  2  1  1  4  2  
					1  3  2  1  5  5  3  5  1  5  1  5  3  2  1  
					1  3  2  1  5  4  3  2  5  4  4  3  1  5  2  
					2  4  2  1  4  5  2  1  4  1  3  1  5  1  1  
					3  5  5  5  4  4  3  1  1  2  4  2  4  4  2  
					2  5  2  5  2  5  3  5  4  5  2  1  1  2  5  
					3  3  2  2  2  1  3  3  4  2  5  5  3  5  3  
					4  3  3  3  5  5  1  2  3  1  3  4  4  4  2  
					5  1  5  5  4  4  2  1  1  4  3  1  5  4  2  
					3  2  1  1  4  2  3  1  4  2  4  1  4  2  2  
					1  4  4  4  5  1  4  5  4  2  4  1  4  5  4  
					2  2  5  1  4  3  3  4  3  2  1  3  3  3  3  
					1  2  2  2  4  5  1  1  5  1  3  5  2  2  5  
					4  4  4  5  2  3  3  3  1  2  2  4  3  5  3  
					3  3  2  3  2  3  1  2  1  5  2  2  1  1  4  
					

858	62	20	272	[8,10][5,8][6,4][4,8][6,2][11,5][4,2][12,4][0,14][11,5][4,12][12,7][9,1][6,14][12,7][8,0][12,11][6,3][12,10][12,4][13,8][14,2][9,14][10,1][13,14][10,10][14,9][10,6][13,5][5,11][11,10][11,0][14,13][9,0][11,9][12,3][8,13][14,12][11,13][11,4][11,4][12,13][13,14][14,6][12,3][12,1][14,11][11,11][14,13][14,6][14,3][14,13][14,3][13,3][14,14][13,13][14,12][12,12][14,12][12,12][13,11][13,11]	3  1  3  2  3  2  4  1  2  4  3  3  4  2  5  
					3  4  3  4  5  5  4  4  2  2  4  1  2  3  5  
					3  5  1  1  3  3  3  5  2  4  1  3  5  1  3  
					5  2  2  5  2  5  4  4  1  5  4  3  2  4  4  
					1  4  2  1  3  5  4  3  5  1  1  4  2  1  1  
					1  2  5  1  2  5  1  5  5  2  4  2  4  2  1  
					4  2  5  2  4  2  3  2  4  2  1  5  3  1  3  
					4  2  5  3  4  2  3  5  1  4  1  2  1  1  3  
					1  1  2  1  2  2  3  1  2  4  2  5  1  1  1  
					5  5  2  2  2  1  3  5  1  5  2  1  3  2  1  
					3  1  4  3  1  3  2  5  5  4  1  5  2  1  1  
					3  5  5  5  3  5  2  3  4  5  2  3  1  4  5  
					2  5  2  5  3  5  4  4  3  4  4  3  4  1  4  
					1  3  5  4  1  3  4  2  5  2  4  4  4  1  1  
					2  3  1  1  5  1  1  1  1  5  5  1  5  4  5  
					

