Puntaje obtenido	Número de movimientos	Número de Singletons Finales	Jugada con mayor puntaje	Solución+(secuencia de Jugadas)	Matriz
696	65	26	272	[11,13][6,11][1,9][14,8][7,10][4,0][13,11][9,2][3,4][4,7][13,9][13,4][2,3][12,10][12,14][8,14][5,8][11,6][8,3][4,4][7,6][11,2][10,11][7,4][9,6][8,8][12,0][9,9][13,0][14,7][10,1][13,4][13,10][9,0][8,2][9,7][12,11][12,0][13,9][11,6][13,9][14,9][14,2][7,14][13,11][10,5][10,5][11,5][13,11][11,6][12,7][8,13][9,13][7,14][13,10][13,8][11,12][10,14][12,13][11,8][12,14][13,14][14,12][13,11][14,14]	2  2  1  3  2  5  2  2  1  5  3  4  3  5  5  
					3  4  2  5  4  3  2  3  4  4  1  4  1  3  4  
					1  4  1  2  4  4  5  1  3  4  3  4  4  1  5  
					5  1  1  4  1  1  5  4  2  5  3  4  2  4  3  
					3  1  5  2  4  5  4  5  2  1  3  5  3  2  3  
					3  3  4  3  5  1  1  2  5  5  3  1  1  4  3  
					5  2  2  2  3  5  5  1  5  4  1  1  3  1  2  
					5  5  5  5  1  2  4  4  3  2  3  2  2  4  1  
					5  4  1  5  4  3  4  5  4  1  4  2  3  1  5  
					1  5  1  3  5  5  2  3  4  2  3  2  2  4  4  
					4  1  2  2  1  3  4  1  3  3  1  4  2  1  2  
					3  5  4  4  4  2  4  3  1  5  4  3  4  4  3  
					4  4  1  4  5  1  5  1  2  5  3  5  4  2  2  
					3  2  3  5  3  3  2  5  2  3  3  2  2  4  3  
					5  5  4  3  1  4  5  4  4  4  5  2  1  2  5  
					

770	50	36	110	[5,1][1,0][9,5][5,9][3,0][13,0][4,13][10,12][4,12][5,12][5,4][6,10][12,5][6,2][11,12][7,12][6,3][12,3][8,9][9,13][12,14][4,7][11,12][14,13][7,6][10,8][12,12][11,2][11,9][13,7][13,3][10,6][12,14][7,3][10,8][7,11][11,3][14,14][12,3][8,12][12,6][14,9][9,11][14,5][13,9][13,6][14,6][14,4][14,4][14,5]	4  2  5  3  5  2  3  1  5  3  4  3  2  4  5  
					3  2  2  2  1  2  1  5  4  5  2  3  5  1  3  
					3  2  1  3  4  1  2  5  5  1  3  3  2  5  1  
					4  1  5  5  1  5  2  5  1  4  3  2  2  3  2  
					4  2  3  2  4  1  4  5  3  1  4  5  2  5  3  
					4  2  2  1  4  2  5  5  3  3  2  2  1  5  4  
					4  4  5  1  2  4  1  1  2  1  2  3  2  5  1  
					5  4  5  5  5  3  5  3  4  4  3  3  2  3  3  
					4  3  4  2  5  1  3  4  5  1  5  1  2  3  2  
					1  4  5  1  4  2  4  5  5  2  4  2  4  2  1  
					2  2  3  5  2  2  5  5  4  1  5  3  3  3  1  
					5  2  4  3  2  5  3  1  5  4  3  2  5  5  1  
					1  5  2  5  3  3  5  5  5  5  2  4  4  5  5  
					4  5  2  4  3  1  1  4  1  5  1  4  4  1  3  
					4  5  1  3  5  1  4  4  2  3  4  1  2  2  1  
					

714	54	40	156	[1,6][4,7][11,12][14,14][3,13][11,10][2,12][11,14][9,9][4,1][8,1][10,1][10,3][9,9][14,2][6,10][7,11][3,3][7,12][10,8][10,7][7,6][13,12][9,5][7,3][9,2][11,1][14,11][9,0][6,4][12,8][14,5][12,14][11,8][10,3][14,6][13,6][12,2][11,10][12,3][11,0][10,13][13,8][14,13][9,13][14,14][13,10][13,1][13,9][13,10][11,6][11,6][13,2][14,3]	2  5  1  5  3  2  2  5  1  4  1  4  4  4  2  
					1  2  2  5  1  4  4  5  4  3  3  1  4  4  4  
					4  1  4  2  5  1  2  5  1  2  3  3  5  3  4  
					1  3  2  4  4  4  2  3  1  1  1  1  2  3  3  
					2  3  5  2  4  5  4  1  1  5  3  2  3  5  1  
					1  2  2  4  3  2  3  4  2  1  2  5  1  3  2  
					5  4  3  4  5  5  2  1  3  4  4  5  2  4  5  
					3  5  5  2  4  4  2  3  2  3  1  3  5  1  2  
					3  3  4  1  2  5  4  3  4  3  3  5  2  3  1  
					4  5  1  4  2  3  4  3  3  4  3  4  1  1  1  
					5  4  4  1  1  2  5  3  1  5  1  5  1  5  4  
					4  5  4  4  3  1  5  1  5  4  4  2  2  5  4  
					5  3  5  1  5  1  1  2  5  5  2  4  1  3  5  
					3  1  5  1  4  4  3  4  2  3  3  1  1  5  4  
					1  2  5  2  5  5  4  2  5  4  2  4  2  3  4  
					

782	55	34	240	[4,7][11,11][4,9][10,13][13,7][2,11][2,2][13,0][12,9][2,2][2,3][3,1][12,11][12,5][5,1][4,3][9,4][4,4][7,14][6,2][10,7][7,4][8,0][11,10][10,13][10,5][8,8][14,5][13,0][10,3][10,7][13,0][12,12][14,2][10,1][7,14][8,13][13,8][11,2][14,11][8,13][11,5][13,3][14,2][14,8][12,8][13,9][14,8][14,5][13,5][9,14][11,11][13,11][14,12][13,10]	1  5  1  2  4  1  2  4  2  5  1  1  4  4  3  
					3  5  3  4  2  5  1  5  2  2  2  5  5  4  2  
					1  2  3  1  4  1  2  5  2  2  4  3  4  5  3  
					3  4  5  4  2  5  5  4  5  5  1  3  3  2  3  
					5  4  5  1  1  4  1  5  4  5  3  2  4  2  3  
					5  4  1  2  4  4  2  5  4  3  3  3  4  3  2  
					4  2  1  1  3  4  4  3  5  3  3  4  2  2  5  
					4  4  3  3  5  5  3  4  3  1  4  3  5  5  4  
					5  2  1  5  2  4  2  5  4  2  5  1  1  3  4  
					3  1  4  1  5  1  3  3  5  5  2  3  1  2  4  
					5  2  1  3  4  3  3  4  5  1  5  2  1  1  5  
					4  4  2  1  4  2  1  4  4  3  5  5  5  2  5  
					4  3  5  5  4  2  5  2  1  3  3  1  5  2  1  
					2  5  2  2  1  4  3  5  5  2  3  2  2  4  2  
					2  4  5  3  3  3  3  4  4  5  1  1  1  2  4  
					

730	55	31	132	[4,10][10,9][14,1][5,13][8,2][13,0][3,5][12,6][13,9][13,5][12,3][11,3][8,0][8,3][13,7][10,1][13,6][11,2][10,7][7,7][13,10][12,6][10,12][10,6][13,11][11,11][11,1][7,14][12,6][11,8][11,8][12,11][11,3][8,12][7,11][14,4][8,13][7,14][14,7][11,14][13,1][11,13][13,4][13,2][13,5][9,11][11,14][14,8][12,8][11,10][13,9][13,10][14,11][14,10][12,4]	2  3  5  2  1  4  4  1  1  1  3  4  5  1  3  
					1  1  2  3  1  5  1  4  2  2  4  3  2  3  2  
					3  1  5  2  4  2  4  3  3  5  3  5  2  1  5  
					5  4  1  2  4  5  4  1  5  2  2  2  5  5  2  
					3  4  4  4  5  5  4  5  3  3  3  2  3  3  3  
					2  2  5  4  5  4  1  1  3  4  5  3  2  3  2  
					5  3  2  1  1  5  3  3  1  4  2  2  2  3  1  
					1  1  5  1  1  3  2  5  1  5  2  4  2  5  4  
					3  3  1  3  2  4  3  3  2  1  3  1  1  3  4  
					5  2  5  1  4  3  5  4  2  2  4  4  1  2  3  
					4  2  5  4  4  3  1  4  3  3  3  4  3  4  2  
					5  2  3  1  4  1  5  5  4  5  4  1  3  1  4  
					1  1  3  2  3  1  2  2  5  1  2  1  3  5  3  
					5  2  5  2  2  2  1  5  2  4  3  5  2  3  3  
					1  1  4  4  5  1  3  5  4  4  3  5  2  1  4  
					

714	55	31	90	[3,13][9,1][13,5][14,14][2,11][6,2][3,7][10,0][5,14][11,5][10,12][10,4][13,6][9,4][10,1][10,9][7,4][8,7][10,7][9,7][8,11][5,11][10,2][5,0][8,10][8,10][11,3][10,8][13,14][9,10][5,12][12,12][10,1][10,8][12,2][12,8][12,10][11,14][14,3][13,10][14,2][14,4][14,1][11,7][10,13][9,3][11,11][12,3][9,6][13,7][13,11][12,4][13,3][10,2][10,2]	4  4  4  4  5  1  5  3  5  4  1  2  4  1  4  
					4  5  3  1  4  1  5  2  1  2  4  4  2  3  3  
					2  3  2  3  3  1  4  1  5  3  4  5  1  5  3  
					4  3  1  5  1  2  1  1  1  1  3  5  1  5  5  
					1  1  1  5  5  2  2  5  3  2  2  2  1  3  5  
					4  3  3  3  3  4  1  2  5  3  2  5  1  3  3  
					1  1  2  5  1  5  3  3  4  4  1  3  1  5  1  
					2  1  3  1  1  4  2  5  3  5  3  3  4  2  3  
					3  1  5  5  2  1  5  4  1  4  1  4  1  4  2  
					2  2  2  4  5  1  5  4  4  1  3  1  1  2  4  
					1  1  3  2  4  4  1  5  5  5  3  2  2  1  3  
					1  5  3  3  1  1  4  2  5  4  5  4  3  4  4  
					4  5  3  3  5  5  2  5  4  5  4  3  1  5  4  
					2  5  2  1  1  5  2  3  5  1  4  3  4  3  2  
					5  5  5  1  5  4  1  4  3  4  3  1  5  5  5  
					

754	58	25	132	[12,8][12,8][7,13][5,8][14,1][13,1][10,2][1,13][4,12][12,5][3,0][14,11][6,5][6,1][5,11][9,1][7,8][11,14][13,10][4,14][12,4][7,4][9,4][13,5][10,10][11,8][9,3][8,11][13,5][10,12][13,2][11,9][11,10][7,0][11,14][7,7][14,0][6,13][14,11][13,3][8,7][8,14][11,0][11,14][13,12][11,14][13,14][13,2][14,12][14,10][12,8][14,10][14,8][13,4][12,13][13,5][13,5][14,8]	4  2  2  1  3  4  1  2  3  2  4  2  2  5  1  
					1  1  4  5  1  1  2  4  4  4  2  2  5  1  5  
					5  1  1  4  4  1  1  3  2  4  3  3  5  4  5  
					5  1  2  3  5  2  5  3  3  4  5  4  2  4  3  
					1  4  1  2  4  2  2  4  1  3  5  5  4  1  3  
					1  1  4  2  3  1  1  1  1  3  4  4  2  1  5  
					1  1  5  5  4  5  1  5  2  5  3  2  1  5  4  
					4  5  1  3  4  3  2  1  5  5  4  5  1  1  5  
					5  2  4  5  4  4  3  2  2  3  3  2  5  4  2  
					3  4  5  3  1  4  1  4  3  2  4  2  4  2  5  
					3  3  1  2  4  4  3  3  5  1  5  4  1  3  2  
					2  3  5  3  2  5  5  5  2  4  2  5  5  1  1  
					3  2  3  2  5  5  2  2  1  1  5  4  2  1  5  
					4  2  4  5  3  4  4  3  3  2  5  2  5  5  2  
					3  5  5  5  5  1  3  2  4  5  5  4  4  1  5  
					

664	62	26	90	[6,13][9,10][0,1][3,9][11,13][7,8][6,5][11,4][8,9][11,2][4,1][7,11][13,1][8,12][10,5][13,0][7,12][13,6][12,1][7,14][10,13][6,5][5,5][12,7][14,4][5,3][7,3][8,8][10,8][7,2][10,2][13,1][11,10][10,14][14,1][10,9][8,7][8,14][12,0][10,7][13,4][12,9][11,12][10,13][8,6][10,10][13,10][14,5][14,5][11,11][11,6][14,7][14,8][11,14][14,2][14,12][12,12][14,12][13,6][14,11][11,7][13,8]	1  2  5  2  4  4  1  5  2  2  5  1  4  5  1  
					2  2  1  5  3  1  2  4  3  2  5  4  1  4  4  
					4  5  2  4  1  2  2  2  4  5  2  3  3  1  5  
					5  5  1  1  3  5  1  2  1  4  5  5  3  3  4  
					5  4  3  2  5  4  2  3  2  4  2  5  3  5  4  
					1  5  4  5  2  4  1  2  3  4  2  1  3  2  3  
					2  3  4  1  3  3  3  3  3  3  1  2  2  2  5  
					4  5  4  2  1  2  4  5  5  1  3  5  3  4  1  
					2  5  3  3  4  5  1  2  4  5  1  5  1  5  2  
					3  3  3  1  5  1  4  3  2  4  4  3  3  5  3  
					5  2  3  3  2  5  3  4  5  2  4  2  4  5  5  
					1  2  4  4  4  1  4  3  1  5  1  5  3  1  3  
					2  1  1  5  5  5  3  1  2  5  2  1  3  1  2  
					2  1  4  2  5  2  3  3  3  2  1  2  2  5  4  
					4  4  1  2  4  4  1  4  5  3  1  1  1  1  2  
					

830	56	31	342	[12,12][6,0][4,3][8,14][8,9][7,13][5,2][13,3][5,3][3,6][14,13][9,8][12,8][9,9][13,0][11,0][14,9][4,10][7,13][9,8][12,0][10,14][9,10][12,1][4,4][13,3][8,7][7,7][9,6][10,2][14,13][5,5][11,9][12,5][13,14][13,7][10,11][14,9][12,8][13,0][12,1][14,7][11,3][11,5][14,1][14,1][14,5][13,5][14,5][14,11][14,13][14,13][14,8][14,4][13,7][14,3]	5  4  1  1  5  2  5  4  4  5  2  1  2  3  3  
					2  1  4  5  2  1  3  2  3  4  2  5  1  5  5  
					5  3  2  5  3  1  1  2  1  3  2  4  3  3  1  
					3  2  5  3  3  2  5  2  2  3  3  5  3  2  3  
					1  2  1  1  3  4  5  1  3  4  1  4  3  4  2  
					1  1  4  4  2  3  3  3  2  3  3  3  3  4  5  
					3  5  4  2  5  1  4  1  2  2  4  4  3  4  1  
					3  4  2  5  2  5  5  3  2  3  5  1  4  5  1  
					5  5  1  2  2  3  3  5  4  2  2  4  4  4  5  
					1  1  4  1  5  3  2  5  5  4  4  3  2  1  1  
					1  3  5  4  1  5  1  4  3  2  5  4  3  5  2  
					5  1  4  4  5  4  1  3  4  3  3  3  4  3  3  
					3  3  1  3  3  5  4  1  1  2  4  5  4  4  1  
					2  2  4  5  1  5  5  4  1  2  3  1  5  3  2  
					2  3  3  5  3  1  2  3  1  2  3  1  3  5  5  
					

746	60	25	156	[1,14][6,0][7,8][6,10][7,4][12,7][7,11][14,6][9,2][8,10][7,9][1,1][9,7][8,9][3,2][10,10][13,10][8,2][8,7][12,5][9,13][4,3][8,11][12,2][12,5][6,13][7,5][12,13][12,5][11,12][7,4][8,13][10,6][6,12][9,14][9,4][11,14][11,13][8,0][14,3][9,0][11,1][12,13][10,6][13,12][12,1][13,14][14,13][11,4][13,11][11,9][13,4][14,11][11,5][10,11][9,3][14,7][13,11][14,13][14,12]	2  3  5  5  5  2  4  3  4  3  5  4  4  4  4  
					1  3  1  3  4  5  5  1  5  5  1  2  1  2  4  
					1  4  3  1  5  5  1  4  2  3  4  3  4  2  5  
					5  3  2  1  4  4  2  3  1  1  4  3  4  2  4  
					5  5  3  1  2  2  2  4  2  2  1  5  5  1  5  
					3  1  2  1  5  1  4  2  3  5  4  4  4  5  2  
					4  5  3  4  5  2  3  2  4  4  3  4  2  1  5  
					4  5  5  3  5  1  5  5  5  4  3  4  3  5  2  
					1  5  1  2  3  3  4  5  1  5  1  4  2  3  2  
					3  3  5  5  2  4  5  2  2  5  2  1  5  2  2  
					1  2  1  4  3  1  5  2  3  3  5  3  3  1  2  
					4  1  5  5  5  2  4  5  4  1  5  2  1  4  3  
					3  5  1  5  5  2  3  2  3  5  5  3  4  3  1  
					2  4  1  2  2  5  1  2  4  3  1  1  4  3  5  
					4  1  4  3  3  4  4  2  3  2  2  1  4  5  5  
					

906	52	32	240	[12,1][2,14][4,5][4,8][6,6][7,11][13,0][9,11][1,4][5,4][12,11][9,14][6,8][4,4][6,5][14,8][7,6][13,8][10,13][7,1][3,3][10,12][9,3][14,12][12,2][6,13][10,1][11,9][12,13][10,11][10,6][10,7][10,7][11,9][9,6][13,9][8,3][10,12][12,0][12,13][12,12][13,8][13,9][12,13][12,3][14,2][13,2][12,14][14,9][13,13][14,10][12,7]	4  4  1  3  4  4  4  3  4  3  1  4  5  5  5  
					3  5  5  2  2  3  4  1  3  2  3  2  3  4  5  
					5  4  3  3  1  1  3  5  5  5  5  4  1  4  5  
					3  4  1  2  4  1  1  3  3  2  2  1  3  5  4  
					5  5  2  1  4  5  1  4  2  2  2  4  2  5  2  
					1  1  5  3  2  5  4  5  2  2  5  5  3  4  3  
					1  3  5  4  2  5  4  5  3  4  5  4  1  4  5  
					1  4  3  1  4  3  1  1  5  3  3  1  2  2  3  
					1  1  5  2  4  4  4  2  3  5  5  1  2  4  4  
					1  1  1  2  1  3  1  2  4  1  4  1  5  1  1  
					1  3  5  2  3  2  1  4  3  5  2  2  4  2  2  
					1  4  3  3  4  1  4  4  1  3  1  5  4  5  5  
					1  4  4  1  3  5  1  1  4  4  5  1  4  5  3  
					4  4  3  4  5  3  5  1  1  4  3  1  5  2  3  
					2  2  1  5  2  4  5  2  2  5  1  2  2  2  3  
					

936	65	25	552	[6,0][13,4][8,8][2,0][10,5][4,0][9,7][1,3][12,0][12,12][7,6][4,11][6,8][11,10][9,9][14,10][5,2][6,13][13,3][13,12][11,6][13,6][8,1][8,5][5,10][9,8][6,4][11,8][7,2][8,9][14,4][10,7][9,12][14,6][13,5][12,10][10,8][13,3][10,12][14,14][13,5][12,0][12,12][9,14][13,0][11,9][10,11][12,9][13,14][12,2][14,4][13,13][14,13][12,6][13,14][14,8][14,4][14,14][13,7][13,4][13,11][12,12][10,5][14,12][14,11]	2  2  1  2  5  3  4  1  1  5  5  5  1  1  5  
					4  4  1  1  2  3  1  5  4  5  2  3  3  3  4  
					1  1  2  2  3  1  2  1  5  1  2  5  1  1  1  
					1  5  1  3  5  2  3  2  3  4  5  2  3  4  3  
					2  3  4  5  5  4  5  5  2  1  3  2  4  5  2  
					1  1  5  5  3  4  1  4  2  4  1  2  1  3  3  
					5  5  4  1  2  4  1  5  4  1  4  5  3  4  3  
					4  3  2  3  1  5  4  2  2  2  3  3  4  3  3  
					1  2  5  1  4  5  4  2  2  4  3  5  4  3  1  
					1  5  3  1  3  1  1  1  3  5  3  2  4  1  4  
					2  3  1  1  1  2  2  1  5  2  3  4  5  3  3  
					5  2  4  5  3  5  2  3  4  4  4  3  4  2  3  
					5  3  3  4  2  5  2  5  1  3  3  5  5  2  3  
					5  4  3  4  2  1  1  3  5  2  4  3  4  1  4  
					2  3  2  5  3  2  1  5  4  5  5  5  5  1  1  
					

698	62	24	156	[6,4][1,11][8,14][3,12][12,12][7,10][1,6][4,2][8,11][14,1][8,3][13,8][4,8][8,2][11,9][6,1][9,2][3,1][13,11][11,13][13,4][12,8][6,14][11,10][8,2][13,6][14,2][12,1][8,14][7,5][12,0][14,9][12,1][13,8][9,5][12,10][14,12][12,13][12,8][10,5][13,1][8,7][11,6][12,3][14,11][12,6][11,6][13,13][14,6][11,9][10,13][12,14][13,1][14,10][13,12][12,10][13,6][13,9][13,10][14,7][14,11][14,11]	3  1  4  3  2  4  4  4  5  1  3  4  4  2  3  
					1  4  2  2  4  3  4  5  3  3  2  5  5  5  3  
					4  2  1  4  1  1  3  3  5  3  1  2  2  1  5  
					5  2  2  5  1  1  4  3  5  2  4  5  2  3  2  
					4  2  5  5  1  3  1  4  1  4  5  2  3  1  2  
					1  1  2  4  5  5  2  2  2  5  4  3  4  2  3  
					1  2  4  1  3  5  4  5  5  2  2  4  5  1  1  
					3  3  1  1  3  2  3  3  3  3  4  1  4  5  4  
					4  5  5  5  2  2  1  1  2  4  3  1  3  2  2  
					4  1  2  5  2  1  5  5  4  1  5  4  4  5  4  
					3  1  4  3  1  4  1  5  1  2  5  4  4  5  4  
					2  4  3  4  4  2  3  2  5  2  3  2  2  4  4  
					4  1  4  2  3  3  1  1  4  2  4  3  2  5  3  
					2  5  4  4  5  4  1  5  5  3  2  3  5  4  5  
					4  3  3  3  3  3  4  5  4  2  2  4  3  2  1  
					

696	62	26	156	[1,1][12,6][4,4][0,10][11,7][5,2][7,4][7,13][9,6][3,11][6,4][9,7][7,12][8,6][5,12][9,13][8,5][4,14][13,2][6,11][13,14][4,9][11,11][9,14][10,0][13,2][12,11][8,8][14,0][10,10][13,8][10,10][7,1][13,5][10,5][12,1][13,9][10,3][9,4][9,3][13,8][9,9][10,10][11,0][10,2][10,13][12,12][14,10][13,14][11,14][12,4][14,10][11,8][9,2][12,14][14,12][10,7][14,11][14,13][14,13][12,7][13,7]	5  2  1  3  4  2  3  4  4  1  1  5  5  3  5  
					5  2  2  1  2  4  4  2  5  3  4  4  5  1  1  
					3  1  3  2  5  3  1  5  2  4  3  5  5  3  3  
					4  1  4  1  2  4  2  3  4  3  2  2  2  4  5  
					1  5  5  4  3  3  5  2  3  2  4  4  3  2  4  
					4  3  3  5  2  1  5  1  5  2  4  1  5  4  1  
					3  3  4  4  5  5  5  2  2  3  1  4  2  5  2  
					2  1  5  3  3  1  3  2  1  3  3  1  3  3  3  
					3  5  4  3  5  3  4  5  5  4  5  2  2  5  1  
					2  3  1  3  3  3  4  4  4  5  5  1  2  2  5  
					2  3  5  2  2  5  5  1  1  3  4  1  5  3  4  
					3  4  2  1  4  5  4  5  1  4  1  5  4  2  2  
					1  2  2  2  4  2  3  3  4  1  3  5  3  5  5  
					2  5  2  4  1  5  5  1  4  1  4  3  5  3  3  
					1  1  3  5  4  3  2  1  2  4  5  5  3  2  1  
					

840	53	36	210	[12,10][8,3][11,1][13,7][6,7][13,3][1,5][5,3][5,12][8,7][7,7][14,11][7,11][7,3][9,3][9,10][5,14][14,2][7,10][4,14][6,9][11,7][7,0][13,1][12,1][6,13][8,13][9,9][9,14][13,5][9,5][12,13][13,4][11,13][10,10][13,4][10,11][13,6][12,10][13,13][10,0][11,1][11,2][10,8][13,2][11,0][11,0][13,11][13,4][13,4][14,5][14,10][10,8]	5  3  5  5  2  4  1  4  2  5  2  1  2  1  4  
					3  5  2  5  2  4  1  1  5  5  5  4  4  3  3  
					1  5  5  2  4  2  1  3  4  1  3  5  5  1  3  
					2  3  1  4  2  1  4  5  1  4  4  5  3  3  5  
					2  2  2  2  4  2  2  2  1  4  1  1  2  5  2  
					2  5  2  2  3  1  2  3  3  3  5  1  4  4  2  
					2  3  4  2  1  2  2  3  5  1  5  2  5  5  2  
					4  4  3  2  4  4  2  4  5  5  1  4  3  5  1  
					3  3  5  4  1  4  4  3  4  1  2  4  4  5  4  
					5  3  5  4  3  3  5  3  5  4  2  5  2  5  3  
					4  2  4  1  4  2  5  3  1  1  3  2  3  2  5  
					2  2  1  5  2  3  2  3  5  1  1  2  1  2  4  
					1  3  1  4  1  1  2  3  1  5  4  4  3  1  5  
					4  1  2  1  1  2  3  5  5  5  3  4  3  2  4  
					2  3  4  1  2  5  3  2  3  1  2  3  3  3  5  
					

994	55	26	272	[9,9][12,6][10,12][8,3][0,13][4,9][9,9][2,4][6,11][8,0][11,14][9,9][8,1][10,10][3,1][2,6][11,10][10,4][4,6][11,5][11,3][10,1][8,0][9,8][8,0][13,11][9,12][11,2][13,1][12,7][12,5][13,14][13,13][12,4][14,11][12,11][14,3][13,14][12,12][14,5][14,12][13,13][13,7][14,14][12,9][13,5][14,11][12,8][14,11][10,5][14,7][13,6][14,6][9,10][10,10]	4  3  1  1  2  4  5  1  3  2  5  4  5  3  5  
					5  3  5  3  4  2  2  5  2  3  3  4  4  3  4  
					2  5  3  3  4  1  3  3  4  4  4  3  3  2  5  
					3  4  2  4  5  5  5  3  1  5  4  4  3  3  4  
					4  1  5  3  5  3  4  4  3  4  4  5  4  2  5  
					4  5  3  4  2  1  3  5  4  5  4  4  3  4  4  
					2  4  1  5  1  1  4  5  4  1  4  4  3  2  5  
					2  1  3  3  1  5  2  4  4  1  2  3  2  1  1  
					4  5  3  3  5  3  1  3  5  2  1  2  2  5  2  
					4  5  1  1  1  1  1  5  3  2  1  2  3  4  5  
					3  5  3  4  2  3  3  1  4  4  4  3  3  4  3  
					1  3  5  2  2  1  5  4  3  3  1  1  2  3  3  
					5  3  5  2  4  4  5  3  1  3  5  5  3  2  2  
					1  5  3  1  2  1  3  3  3  3  3  5  1  2  2  
					4  5  4  2  4  2  1  2  1  5  3  5  4  5  1  
					

652	62	33	182	[5,14][3,13][3,14][1,3][8,13][8,1][13,1][11,1][9,0][14,2][4,6][11,13][10,7][4,10][11,11][5,6][9,5][5,11][7,5][6,7][3,9][6,9][7,9][11,11][11,7][13,5][11,0][8,13][6,12][14,4][13,8][9,3][9,2][12,13][12,2][9,12][13,0][5,3][13,2][6,4][10,11][14,4][13,5][13,6][13,5][14,2][14,4][14,6][12,8][13,9][14,6][11,10][11,8][12,4][10,14][13,5][12,8][10,12][14,7][14,7][12,5][12,5]	1  3  5  4  3  1  1  1  1  4  5  2  1  5  3  
					4  1  1  1  2  3  1  3  4  2  4  2  5  4  3  
					5  1  5  3  2  3  2  2  3  4  3  5  2  1  1  
					1  4  5  1  4  2  2  4  4  2  1  5  2  5  2  
					5  3  4  4  5  5  2  4  5  4  4  2  3  4  5  
					1  5  3  4  1  1  1  2  3  2  3  2  3  1  1  
					4  4  4  2  5  3  3  3  1  1  5  1  2  2  3  
					1  4  5  4  3  5  4  5  3  1  2  1  4  1  1  
					5  2  2  3  4  4  5  4  2  1  4  3  4  2  4  
					5  1  5  2  5  3  3  4  5  2  2  4  3  2  5  
					1  1  4  2  4  4  5  1  3  2  4  1  2  1  1  
					5  4  4  3  3  3  3  1  3  2  3  4  4  4  4  
					3  5  3  2  1  5  5  4  1  3  5  1  3  1  5  
					4  5  4  3  2  2  2  1  5  5  4  3  1  3  5  
					3  4  4  4  1  1  2  4  2  5  1  5  2  4  3  
					

748	57	45	380	[12,3][8,13][1,11][4,11][11,4][12,4][6,4][12,12][10,2][8,3][11,11][9,12][10,13][12,9][9,5][11,2][7,9][11,11][3,6][11,9][4,7][14,7][12,4][10,10][10,7][9,6][12,13][10,12][10,9][12,9][5,12][10,13][13,3][10,8][10,7][12,14][14,2][13,6][12,1][5,1][14,10][12,0][7,2][12,12][10,14][7,1][13,8][12,4][13,13][14,14][14,12][11,8][14,3][8,3][13,7][12,14][10,2]	5  4  3  1  5  2  4  4  1  3  1  5  4  3  3  
					3  5  3  5  4  3  3  1  2  2  1  1  4  1  5  
					1  3  3  5  4  2  1  2  4  3  3  5  5  4  5  
					3  3  5  4  5  1  4  1  3  2  4  3  4  2  3  
					1  5  1  3  3  4  3  4  4  1  1  1  3  2  1  
					4  2  3  1  2  1  5  1  3  3  2  3  2  4  2  
					2  3  4  1  5  3  1  5  1  5  4  1  4  5  1  
					4  5  2  3  5  4  1  4  3  5  5  3  3  2  4  
					1  1  1  4  3  2  2  2  1  3  3  2  3  2  2  
					3  3  5  5  5  2  4  2  3  2  4  1  1  5  1  
					2  2  1  2  5  3  2  3  5  5  2  1  2  4  4  
					5  5  3  2  1  1  4  4  4  4  2  3  4  4  4  
					2  3  4  2  5  4  1  4  1  1  2  3  5  5  2  
					1  3  4  3  2  4  2  4  4  4  4  4  1  2  4  
					3  1  5  4  4  5  5  5  3  2  4  2  1  5  5  
					

856	54	20	132	[0,13][0,9][6,3][8,4][13,12][1,6][12,10][7,6][14,12][8,4][4,12][4,7][11,1][5,11][0,2][12,4][12,14][13,5][9,2][14,9][12,14][11,12][8,8][11,3][11,5][13,9][11,10][11,5][11,1][12,11][14,14][11,6][14,2][7,0][13,10][13,14][14,2][12,14][13,13][14,8][10,10][11,9][12,14][14,8][14,6][14,10][14,13][12,5][14,5][14,7][13,12][14,10][14,11][14,12]	1  1  4  4  4  1  2  1  1  1  4  5  3  3  1  
					3  1  4  4  5  5  3  5  4  3  5  1  1  3  1  
					1  3  4  3  2  2  3  1  2  2  4  4  1  1  4  
					2  1  5  2  4  2  3  4  5  4  3  1  1  1  4  
					3  5  1  4  2  5  4  5  4  4  1  5  3  4  1  
					5  4  3  2  4  1  1  5  5  3  2  5  5  3  4  
					4  5  2  3  3  3  1  3  2  2  5  3  5  1  5  
					5  1  5  5  4  3  1  4  3  4  5  5  3  2  2  
					5  2  2  1  1  2  5  2  5  2  4  2  1  2  3  
					3  2  5  5  5  4  2  1  4  4  4  3  2  1  2  
					2  3  2  5  4  5  1  2  3  1  3  4  1  5  1  
					3  3  4  2  1  5  4  1  4  3  3  1  3  4  3  
					3  2  2  2  1  5  2  4  2  3  3  3  2  5  3  
					1  4  2  4  1  3  3  5  5  1  4  3  4  4  4  
					1  5  4  3  3  2  4  4  1  4  4  4  5  4  4  
					

